"Plant_id" "Plant_sp" "Response" "Anthrenus_sp" "Cardiophorus_sp" "Coleoptera_sp1" "Diptera_sp1" "Diptera_sp10" "Halictidae_sp1" "Heliotaurus_ruficollis" "Lasioglossum_sp2" "Lasioglossum_sp3" "Lobonyx_aeneus" "Microlepidoptera" "Mordellidae_sp1" "Nitidulidae_sp1" "Nustera_distigma" "Rhyncomyia_cupraea" "Plot" "Type" "N_flowers"
"15" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"16" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"17" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"18" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"19" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"20" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"21" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"22" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"23" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"24" "436" "AVEL" 1 0.0391659163880149 0 0.00138815906185369 0 0 0.00208223859278054 0 0 0 0 0 0 0 0 0 "C" "binomial" 43
"25" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"26" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"27" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"28" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"29" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"30" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"31" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"32" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"33" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"34" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"35" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"36" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"37" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"38" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"39" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"40" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"41" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"42" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"43" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"44" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"45" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"46" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"47" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"48" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"49" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"50" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"51" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"52" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"53" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"54" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"55" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"56" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"57" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"58" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"59" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"60" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"61" "437" "AVEL" 1 0.0740413876083735 0 0 0 0 0.0031301625904544 0 0 0.0249434831426835 0 0 0 0.000554299625392967 0 0 "C" "binomial" 45
"62" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"63" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"64" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"65" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"66" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"67" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"68" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"69" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"70" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"71" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"72" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"73" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"74" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"75" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"76" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"77" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"78" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"79" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"80" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"81" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"82" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"83" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"84" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"85" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"86" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"87" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"88" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"89" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"90" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"91" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"92" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"93" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"94" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"95" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"96" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"97" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"98" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"99" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"100" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"101" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"102" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"103" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"104" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"105" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"106" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"107" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"108" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"109" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"110" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"111" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"112" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"113" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"114" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"115" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"116" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"117" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"118" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"119" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"120" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"121" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"122" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"123" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"124" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"125" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"126" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"127" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"128" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"129" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"130" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"131" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"132" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"133" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"134" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"135" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"136" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"137" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"138" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"139" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"140" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"141" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"142" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"143" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"144" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"145" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"146" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"147" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"148" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"149" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"150" "438" "AVEL" 1 0.00236216383999419 0 0 0 0 0.0318311679334232 0 0 0 0 0 0 0.000385898053068358 0 0 "D" "binomial" 100
"151" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"152" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"153" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"154" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"155" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"156" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"157" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"158" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"159" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"160" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"161" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"162" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"163" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"164" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"165" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"166" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"167" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"168" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"169" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"170" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"171" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"172" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"173" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"174" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
"175" "439" "AVEL" 1 0.0167774522640717 0 0 0 0 0.120865666356293 0 0 0 0 0 0 0 0 0 "D" "binomial" 50
