"","Acmaeodera_sp","Andrena_sp","Apis_mellifera","Bombus_terrestris","Buprestidae_sp1","Buprestidae_sp2","Chasmatopterus_sp","Coptocephala_sp","Curculionidae","Dasypoda_sp","Diptera_sp1","Diptera_sp10","Diptera_sp4","Halictus_sp","Heliotaurus_ruficollis","Lasioglossum_sp2","Lasioglossum_sp3","Lasioglossum_sp4","Lasioglossum_sp6","Lobonyx_aeneus","Malachius_sp","Megachile_sp","Mordellidae_sp1","Mylabris_sp1","Nustera_distigma","Oedemera_sp","Osmia_sp","Paragus_tibialis","Phthiria_sp","Phthiria_sp1","Phthiria_sp2","Rhyncomyia_cupraea","Syritta_pipiens","Syrphidae_sp1","Tituboea_sp","Usia_sp","Vespula_sp","Xylocopa_cantabrita"
"484",0,0,0,0,0,0,970.092836097976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485",0,0,0,0,0,0,442.794324361654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486",0,0,0,0,0,0,3457.32894815675,0,0,0,0,0,0,0,15.0017478702967,4309.00137004752,0,0,0,0,0,0,0,0,0,459.25783680958,0,0,0,0,0,0,0,0,0,0,282.194848824188,141.097424412094
"487",0,0,0,0,0,0,1863.92828271237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9769702473946,0,0,0,0,0,0,0,0,0,0,0,0
"488",0,0,0,67.3814588040441,0,0,832.066519506175,0,0,0,0,0,0,0,43.7671483198141,340.703651655681,0,0,0,0,0,0,0,0,0,0,126.612508564158,0,0,1.42103040344114,0,0,0,0,0,0,0,242.755179568791
"489",0,0,0,0,0,0,3181.78984171202,0,0,0,0,0,0,0,18.4210018162015,1109.80136872427,0,0,0,0,0,0,0,0,0,0,0,0,72.2151717361935,0,0,0,0,0,0,0,0,144.430343472387
"490",0,0,0,0,0,0,544.351308872456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0219568045286,0,0,0,0,0,0,0,0,0,0,0,0
"491",0,0,0,0,0,0,2153.75730540509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195.788014570317,0,0,0,0,0,0,0,0,0,0,0,0
"493",0,0,0,0,0,0,123.332217436151,0,0,0,0,0,0,0,56.7264693868757,742.450933383072,0,0,0,66.5157411831155,0,4.08021614614132,0,0,0,0,0,0,0,0,0,196.026069229147,0,0,0,6.58258876746663,0,0
"494",0,0,0,0,0,0,240.640544521243,1.54775223697177,0,0,0,0,0,0,40.8078053530622,0,0,0,0,0,0,0,0,0.251959666483776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495",0,0,0,0,0,0,3661.6374229933,0,0,0,43.1506849315069,0,0,0,98.4947571117529,641.857248343168,0,0,0,133.321576580549,0,0,0,0,0,0,266.643153161096,0,0,204.768011927135,0,0,0,0,0,0,0,0
"496",0,0,0,542.50515617764,0,0,4184.95783926269,0,0,0,0,0,0,0,427.200025951366,87.0967741935483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.881091744243
"497",0,195.046439628483,0,0,0,0,2150.91175907467,0,0,0,0,0,0,0,515.278839393481,195.046439628483,0,0,0,0,7.15574285755782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498",0,0,0,0,0,0,1465.2590743438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499",0,0,0,0,0,0,1663.03293455497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500",0,0,0,0,0,0,8120.57331053826,0,0,0,0,0,0,0,1535.12948624758,160.357647050725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.672897196262
"501",0,0,0,0,0,0,8105.94139380294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.822784810127,0,0,0,0,0,0,0,0,0
"502",0,0,0,0,0,0,1707.99492871211,0,0,0,0,0,0,0,0,2370.30322617166,0,0,0,0,0,0,0,0,0,53.0165869625625,0,0,0,0,0,0,0,0,0,0,0,0
"503",243.478260869565,0,0,0,0,0,659.042344994994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.535515750463,0,0,0,0,0,0,0,0,0,0,0,0
"504",0,0,0,0,0,0,8560.34891117444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252.317107759855,0,0,0,0,0,0,0
"505",0,0,0,0,0,0,1023.03766056604,0,0,0,0,0,0,0,150.594580304395,0,0,0,0,0,0,0,0,0,0,67.8879310344826,0,0,0,0,0,0,0,0,0,0,0,0
"506",0,0,0,0,0,0,1928.63777602836,0,0,0,0,0,0,0,285.353505299664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507",0,0,0,0,0,0,672.963699615366,0,0,0,0,0,0,0,36.5623356621325,931.224602064725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.5847274324166,0,0,0,0,0,0,0
"509",0,0,0,0,0,0,1809.3924910079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.757545522574,0,0,0,0,0,0,0,0,0,0,0,0
"510",0,0,0,0,0,0,2177.81746208338,0,0,0,0,0,0,0,0,0,137.404580152672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.022552268907,0,0
"511",0,0,0,0,0,0,612.56250755825,0,0,0,0,0,0,0,7.71255782216297,382.917513414092,0,0,0,0,0,0,0,0,0,47.4553928722752,0,0,0,1.87026247085343,8.62114622281016,0,0,0,0,0,0,0
"512",0,0,0,0,0,0,7339.05608274878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513",0,0,233.766233766234,0,0,0,708.531853337834,0,0,0,0,0,0,0,470.698937913984,851.792525637033,0,0,0,75.246912169166,0,0,0,0,0,105.389722410999,0,0,0,0,0,0,0,0,0,0,0,0
"514",0,0,0,0,0,0,116.377473551272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515",0,0,0,355.785021008078,0,0,2127.00485718883,86.2114622281016,0,0,0,0,0,0,340.982382548516,304.243373516131,0,0,0,0,0,0,0,0,0,0,0,0,51.5416474919465,0,0,0,0,0,0,0,0,0
"516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967.063528967794,0,0,0,0,0,0,0,0
"517",230.060406165552,0,0,0,0,0,1761.16397071465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518",0,0,0,0,77.6475839907876,0,913.553450704788,72.691355225418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9562287653694,0,0,0,0,0,83.5820895522388,0,20.6178019815559,0,0,0,0,0,0,0
"519",360.80380695828,0,0,0,0,0,8469.2358013165,601.339678263798,0,0,0,0,0,0,0,2115.62678878077,0,0,0,0,0,0,0,0,0,0,0,0,0,161.14026968676,601.339678263798,0,0,0,0,0,0,0
"520",0,0,0,0,0,0,2960.44211934381,0,0,0,0,0,0,0,297.056018950026,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2048354001249,0,0,0,0,0,0,0,0,0
"521",0,0,0,0,0,0,1972.60836827738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.207536865101,0,0,0,0,0,0,0,0,220.207536865101
"522",6.65979249185818,0,0,0,0,0,3037.24679734873,293.03086964176,0,0,0,0,0,0,2127.17688454566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65979249185818,3.32989624592909,0,0,123.831305538559,0,0,0,0
"523",1.31217405584449,0,0,0,0,0,1998.94578950597,0,0,0,0,0,0,0,46.3047260736212,0,0,0,0,0,0,0,0,0,0,0,0,0,38.7054306088865,0,0,0,0,0,0,0,0,0
"524",0,0,0,0,0,0,2603.91988457335,0,0,0,0,0,0,0,214.513930115077,168.137000518941,0,0,0,204.603409701116,0,0,0,0,547.870805393546,0,0,0,0,0,0,0,0,0,0,0,0,477.842985506792
"525",115.521785147232,0,0,0,0,0,1231.66829248505,0,0,0,0,0,0,0,0,621.825418337865,0,0,61.9469026548671,0,0,0,0,0,0,0,0,0,212.501667946475,0,115.521785147232,0,0,0,0,0,0,777.477864915373
"526",18.0322929933184,0,0,0,0,0,618.533424981436,4.50807324832958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50807324832958,0,0,0,0,0,0,0
"527",0,0,0,9.30924811021704,0,0,1427.54439810541,0,0,146.979586168588,0,0,0,0,15.4533931071581,195.132743362832,0,0,0,0,0,0,0,0,0,0,0,0,78.7776305017349,34.0718893275923,110.957927897327,0,0,0,0,0,0,32.5221238938054
"528",274.611786407134,0,0,0,0,0,7465.98233106377,0,0,0,0,0,0,0,0,804.6833422033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.93666844066
"529",0,0,0,0,0,0,804.397777212892,0,0,0,0,0,0,0,43.9262195013031,193.512999597762,0,0,0,0,0,0,0,0,0,0,0,0,0,7.10498936228057,0,0,0,0,0,0,0,193.512999597762
"530",57.4501645203212,0,0,0,0,0,4774.64000342824,0,0,0,0,0,0,0,125.830366918151,701.587984154071,0,0,0,211.820330969267,0,0,0,0,0,0,0,0,435.18618456557,166.264395417385,57.4501645203212,0,0,0,0,0,0,0
"533",0,0,0,0,0,0,1142.82773037933,0,47.3654532924002,0,0,0,0,0,50.4780883481224,0,0,0,0,0,0,0,0,0,0,50.0194891481604,0,0,0,0,0.484349231794027,0,0,0,0,0,0,0
"534",0,0,0,0,0,0,19017.186387023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.918994441351,0,0,250.703896097095,0,0,0,0,0,0,0,0,0
"535",1058.71225237127,0,0,0,0,0,1788.14342057813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536",0,0,0,0,0,0,11402.2147395618,0,0,0,0,0,0,0,0,0,0,0,0,715.987924278776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537",0,0,0,0,0,1.73017534862506,600.685701998759,1.73017534862506,1.88524765984394,0,0,0,0,0,16.5401151435663,338.248407436898,0,0,0,1.11672474235118,0,0,0,0,0,31.1111111111111,0,0,51.2793196940053,1.41425962083152,1.88524765984394,36.4900086880973,36.4900086880973,0,0,0.548701692515128,0,0
"538",51.1737470554787,0,0,0,10.8025984382285,0,926.427040955216,3.60086614607618,4.29120197483158,0,0,0,0,0,0,587.68656716418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539",0,0,0,0,37.1093441275027,0,1629.56799701502,0,4.5208348758698,0,0,0,0,0,12.8310076915346,0,0,0,0,0,0,0,0,0,0,9.90367511655215,0,0,0,0,0,0,0,0,0,0,0,0
"540",0,0,0,0,37.5733828673473,0,1338.54316863584,4.66186135601753,1.25511651892779,119.148936170213,0,0,0,0,122.612512446304,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2577319587629,2.54792944088171,0,0,0,0,0,0,0,0
"541",0,0,0,0,0,0,8257.92574809563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543",0,0,0,0,252.675412250272,0,575.205819416401,0,112.300183222343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545",0,0,0,0,3.83498591416746,0,481.769811342443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546",0,0,0,47.6280476280477,0,0,919.481179586065,22.3782707462006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1598022803456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548",9.6540063869009,0,0,0,9.6540063869009,0,1887.96321655764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6013071895424,0,4.54044754685266,73.2026143790851,0,0,0,0,0,0
"549",0,0,0,0,0,0,781.427686737585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.164132528433,0,0,0,21.9127061855735,194.427905972101,0,0,0,0,0,0,0
"550",0,0,0,5.92878861327913,0,0,1023.37203188963,0,0,0,0,0,111.455108359133,0,14.127555408815,5.27003432291478,0,0,0,0,0,0,0,0,0,0,0,13.4902372176426,0,26.2519214944367,0,0,0,0,0,0,0,0.658754290364349
"551",0,0,0,0,0,0,5140.11894823965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552",0,0,0,0,0,0,7320.6939394511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553",0,0,0,0,0,0,1722.15794267778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554",0,0,0,0,0,0,756.036664266269,0,9.64860224202128,0,0,0,0,0,27.0117929149565,0,0,0,0,0,0,0,0,0,0,19.2972044840426,0,0,195.224878989926,0,61.809814160835,0,0,0,0,0,0,0
"555",20.0818519154039,0,0,0,133.174386386362,0,334.505934661027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.7651268093432,0,0,0,0,0,0,0,0,0,0,24.1391224508838,0,0,0
"556",0,0,0,0,0,0,219.816591497696,0,0,0,0,0,0,0,165.144742004467,0,0,0,0,0,0,0,0,5.2705819158411,0,0,0,0,24.3491704165862,2.90284819719688,0,0,0,0,0,0,0,0
"557",0,0,0,0,0,0,9580.1359583673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558",1.12155248433199,0,0,0,0,0,147.184466956205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3466082885367,0,17.9118672202234,0,0,25.1218709812482,2.65817482121037,2.65817482121037,0,0,0,0.734661982120429,0,0,0
"559",0,0,0,0,0,0,306.840298765036,0,0,0,0,0,0,38.8375165125496,0,60.6435643564356,0,0,0,0,0,0,0,561.107083606802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560",0,0,5.15334877040531,0,0,0,860.865599589206,0,0,0,0,0,0,0,12.1872918292361,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0707635009311,0,0,0,0,0,0,0,0,0
"492",0,0,0,0,0,0,20218.8565709927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542",0,0,0,0,0,0,2185.17805128025,33.6107469443399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
